0.98605354	-0.16642840
-0.49463823	-0.86909897
0.76174241	0.64788001
0.63112159	0.77568392
-0.92155449	-0.38824904
0.20385730	-0.97900061
0.67530736	0.73753642
-0.30072824	0.95370988
0.95318461	-0.30238900
-0.90750040	0.42005121
-0.53421139	0.84535093
0.72992740	0.68352468
0.35314239	-0.93556959
-0.81713367	0.57644824
-0.27818469	0.96052761
-0.59257835	-0.80551282
0.58746536	0.80924931
-0.67359087	0.73910442
0.50117930	-0.86534346
0.03947394	-0.99922060
0.15073045	0.98857490
-0.99991085	-0.01335277
-0.60851671	0.79354106
0.51493430	-0.85722964
0.65251139	0.75777891
0.86349134	-0.50436366
0.89865027	0.43866580
-0.95796740	-0.28687709
-0.84859275	0.52904663
-0.45059526	-0.89272835
0.96906821	0.24679303
-0.70554485	-0.70866527
-0.90682696	-0.42150311
-0.17839231	0.98395944
