0.75987183	0.00519672
0.06690628	0.04125132
0.01188028	0.16301141
0.24357915	0.36821650
0.94462287	0.03186616
0.92358343	0.28034260
0.33571586	0.63903512
0.99241322	0.85562749
0.54426609	0.15561844
0.53995358	0.42379598
0.27330252	0.25623199
0.34232319	0.89802400
0.13789313	0.52353345
0.16577394	0.03591125
0.93805781	0.66910831
0.16938843	0.85799894
0.87362187	0.31256177
0.21413231	0.92079922
0.25752939	0.58684545
0.29420065	0.59032189
0.59115164	0.62831773
0.30262358	0.82927562
0.17704323	0.29813242
0.72424229	0.91671678
0.72229540	0.01379527
0.02091858	0.12953835
0.49061113	0.59118997
0.40618813	0.98751785
0.12132859	0.93939373
0.45394252	0.29126155
0.86829255	0.01695557
0.86708826	0.15482364
0.13912743	0.56461646
0.14569856	0.42685315
